PLZ;Stadt;Lat;Lon;LatMax;LatMin;LonMax;LonMin;Filename
1776;Hermsdorf, Germany;507.646.292;136.261.429;507.846.204;507.303.156;136.904.591;13.598.659;01776.json
1778;Geising, Germany;507.569.262;137.923.125;50.813.997;507.239.289;139.031.329;137.737.541;01778.json
1796;Dohma, Germany;509.211.285;139.294.286;509.348.392;508.763.838;139.927.491;139.075.376;01796.json
1809;Heidenau, Germany;509.758.426;138.661.223;509.930.355;509.434.788;139.067.279;138.216.146;01809.json
1814;Rathmannsdorf, Germany;508.882.817;141.998.701;509.616.459;508.422.929;143.122.589;140.764.459;01814.json
1816;Bad Gottleuba-Berggießhübel, Germany;508.484.584;139.407.149;50.868.581;507.884.209;14.039.703;13.860.027;01816.json
1819;Bahretal, Germany;508.744.768;139.492.958;509.295.089;50.829.333;140.348.489;138.608.569;01819.json
1824;Königstein, Germany;509.178.107;140.753.506;509.459.126;508.873.209;14.127.098;13.994.323;01824.json
1825;Liebstadt, Germany;508.618.191;138.521.893;509.136.421;50.802.585;139.016.829;138.093.429;01825.json
1829;Stadt Wehlen, Germany;509.578.373;14.024.747;509.784.709;509.447.101;14.053.772;13.973.377;01829.json
1833;Stolpen, Germany;510.488.464;140.790.883;51.090.459;50.995.262;1.416.457;139.379.951;01833.json
1844;Neustadt in Sachsen, Germany;510.236.392;142.134.443;510.876.723;509.770.043;143.204.158;141.463.444;01844.json
1847;Lohmen, Germany;509.891.752;139.963.251;510.094.611;50.960.033;14.078.963;139.527.389;01847.json
1848;Hohnstein, Germany;509.889.401;141.559.133;51.027.286;50.938.864;14.228.663;140.373.721;01848.json
1855;Kirnitzschtal,  Sebnitz, Germany;509.430.011;142.649.838;509.616.008;508.869.861;143.610.961;141.584.943;01855.json
1877;Bischofswerda, Germany;511.252.883;141.842.026;511.706.668;510.664.906;142.300.507;141.205.289;01877.json
1896;Lichtenberg, Germany;511.905.921;140.051.025;512.395.261;51.154.471;141.072.859;139.276.359;01896.json
1900;Bretnig-Hauswalde, Germany;511.465.467;140.245.274;511.722.811;51.116.734;14.112.486;139.534.139;01900.json
1904;Neukirch/Lausitz, Germany;510.969.696;143.066.911;51.114.182;51.038.447;14.390.265;14.264.399;01904.json
1906;Burkau, Germany;511.757.343;141.795.979;512.198.289;511.555.621;142.684.201;1.412.668;01906.json
1909;Großharthau, Germany;511.080.816;141.052.967;511.486.251;510.736.429;14.133.108;140.017.519;01909.json
1917;Kamenz, Germany;512.841.235;141.133.767;513.339.729;512.298.579;141.728.239;140.381.299;01917.json
1920;Kamenz, Germany;512.749.068;14.102.488;513.348.161;512.300.518;141.742.971;140.395.946;01920.json
1936;Königsbrück, Germany;512.678.455;138.994.289;51.383.712;512.307.492;139.491.992;137.972.972;01936.json
1945;Ruhland, Germany;514.546.649;138.630.854;514.687.092;514.034.786;139.076.782;137.936.274;01945.json
1968;Senftenberg, Germany;515.050.323;139.693.262;51.573.652;514.717.331;141.423.239;139.032.831;01968.json
1979;Lauchhammer, Germany;514.977.789;137.730.322;5.155.399;514.560.577;138.725.203;136.309.684;01979.json
1983;Großräschen, Germany;515.879.761;140.109.679;516.300.599;515.578.239;141.113.507;13.866.296;01983.json
1987;Schwarzheide, Germany;514.808.978;13.858.585;51.513.567;514.592.979;13.933.249;13.797.474;01987.json
1990;Ortrand, Germany;513.756.454;137.611.107;514.012.194;513.590.586;137.848.533;137.370.301;01990.json
1993;Schipkau, Germany;515.168.382;138.977.333;515.316.831;51.483.624;139.149.799;13.847.622;01993.json
1994;Annahütte, Schipkau, Germany;515.634.312;138.852.776;515.779.082;515.522.158;139.156.342;138.463.363;01994.json
1996;Senftenberg, Germany;514.550.595;140.256.589;514.833.751;51.434.523;14.062.514;13.990.327;01996.json
1998;Schipkau, Germany;515.410.754;138.921.507;51.560.132;51.522.754;139.427.349;13.829.873;01998.json
2625;Bautzen, Germany;511.815.867;144.230.008;51.230.499;511.373.659;144.916.441;143.238.999;02625.json
2627;Markt 1, 01454 Radeberg, Germany;51.118.519;13.922.811;511.198.679.803;511.171.700.197;139.241.599.803;139.214.620.197;02627.json
2633;Markt 1, 01454 Radeberg, Germany;51.118.519;13.922.811;511.198.679.803;511.171.700.197;139.241.599.803;139.214.620.197;02633.json
2681;Wilthen, Germany;510.972.443;143.935.792;51.124.212;510.602.519;144.872.609;14.343.216;02681.json
2689;02681 Schirgiswalde, Germany;510.754.918;144.243.608;510.896.678;510.604.466;144.533.919;143.868.977;02689.json
2692;Obergurig, Germany;511.222.369;144.406.271;51.170.099;511.046.679;14.486.555;143.481.929;02692.json
2694;Großdubrau, Germany;512.663.909;145.133.415;51.358.032;511.963.129;14.636.085;14.400.764;02694.json
2699;Neschwitz, Germany;513.105.897;143.291.074;51.355.571;512.214.121;14.426.262;14.254.051;02699.json
2708;Dürrhennersdorf, Germany;510.773.984;146.555.802;5.118.627;51.011.822;14.772.507;145.351.301;02708.json
2727;Neugersdorf, Germany;509.773.042;146.094.086;50.989.964;50.957.616;14.628.585;145.921.171;02727.json
2730;Ebersbach, Germany;510.052.452;145.943.678;510.314.088;50.986.546;14.632.277;145.595.821;02730.json
2733;Cunewalde, Germany;510.983.612;145.208.403;51.121.377;510.778.029;145.829.879;14.469.901;02733.json
2736;Oppach, Germany;510.565.822;145.050.339;510.835.161;510.438.091;14.563.025;14.471.954;02736.json
2739;, Germany;509.878.413;146.508.516;510.215.589;50.963.262;146.827.209;146.206.659;02739.json
2742;Neusalza-Spremberg, Germany;510.381.065;145.276.538;510.583.741;510.037.731;145.944.921;144.985.531;02742.json
2747;Herrnhut, Germany;510.275.548;147.542.719;51.052.428;50.966.866;14.838.167;146.741.841;02747.json
2748;Bernstadt auf dem Eigen, Germany;5.104.724;148.270.791;510.952.709;50.996.956;148.944.089;147.535.369;02748.json
2763;Bertsdorf-Hörnitz, Germany;509.241.386;147.701.227;50.971.356;50.820.174;14.853.364;146.810.239;02763.json
2779;Hainewalde, Germany;508.952.121;146.639.858;50.936.826;50.870.337;147.317.429;146.308.181;02779.json
2782;Seifhennersdorf, Germany;509.352.877;146.074.418;509.627.704;509.135.421;146.554.478;145.604.622;02782.json
2785;Olbersdorf, Germany;508.736.132;147.691.694;50.898.045;508.489.531;147.957.901;14.720.347;02785.json
2788;Hirschfelde,  Zittau, Germany;50.944.667;148.891.187;509.531.438;509.352.487;1.489.441;14.874.331;02788.json
2791;Oderwitz, Germany;509.564.824;147.224.231;50.996.328;50.930.251;147.863.519;146.513.501;02791.json
2794;Leutersdorf, Germany;509.549.285;14.651.938;50.976.964;509.245.211;147.090.369;146.134.791;02794.json
2796;Jonsdorf, Germany;508.540.463;146.947.258;50.870.291;50.837.896;14.729.512;14.657.225;02796.json
2797;Kurort Oybin, Germany;50.841.255;147.425.115;508.627.062;508.367.339;147.589.679;147.301.518;02797.json
2799;Waltersdorf,  Großschönau, Germany;508.690.961;146.498.841;508.776.877;508.492.195;146.601.926;146.448.337;02799.json
2826;Görlitz, Germany;511.481.975;14.975.409;51.163.437;51.130.178;15.001.378;149.521.979;02826.json
2827;Görlitz, Germany;511.123.561;149.634.276;51.159.521;51.050.995;149.979.891;149.063.009;02827.json
2828;Siedlung Königshufen,  Görlitz, Germany;511.722.314;149.728.203;511.757.709;511.677.939;149.744.493.303;149.717.513.697;02828.json
2829;Melanchthonstraße 19, 02826 Görlitz, Germany;511.446.708;149.700.724;511.460.197.803;511.433.218.197;149.714.213.803;149.687.234.197;02829.json
2894;Reichenbach, Germany;51.140.597;147.985.276;51.232.662;51.083.458;148.481.941;14.671.781;02894.json
2899;Feldleuba,  Ostritz, Germany;510.313.863;149.330.332;510.329.097.803;510.302.118.197;149.361.929;149.306.297;02899.json
2906;Niesky, Germany;512.931.501;14.831.172;51.378.269;512.582.377;148.681.168;147.490.013;02906.json
2923;Horka, Germany;512.981.878;148.961.125;513.288.788;51.255.782;149.762.665;148.447.305;02923.json
2929;Rothenburg/Oberlausitz, Germany;513.326.796;149.654.413;514.329.511;512.795.279;150.144.499;14.853.375;02929.json
2943;Weißwasser, Germany;515.043.518;146.345.926;51.537.597;514.274.633;146.885.723;144.834.891;02943.json
2953;Bad Muskau, Germany;5.154.926;147.155.202;515.972.396;515.287.713;147.315.069;14.677.201;02953.json
2956;Rietschen, Germany;513.964.093;147.859.055;5.145.052;51.363.948;148.929.579;146.861.821;02956.json
2957;Krauschwitz, Germany;515.142.078;147.426.882;515.349.521;514.119.108;149.742.676;146.789.547;02957.json
2959;Schleife, Germany;515.434.038;145.335.676;515.636.852;514.958.698;145.730.602;144.397.941;02959.json
2977;Hoyerswerda, Germany;51.424.958;141.861.706;51.460.867;51.385.039;14.367.933;14.066.268;02977.json
2979;Elsterheide, Germany;515.053.795;142.278.628;51.544.505;51.410.268;145.226.399;1.407.376;02979.json
2991;Lauta, Germany;514.567.931;141.008.267;514.884.091;51.399.955;141.816.289;14.032.768;02991.json
2994;Bernsdorf, Germany;51.373.395;140.679.133;514.185.529;513.383.229;14.170.699;139.871.109;02994.json
2997;Wittichenau, Germany;513.836.224;142.431.905;51.420.978;51.332.238;14.315.821;1.415.888;02997.json
2999;Lohsa, Germany;513.942.086;143.972.107;514.521.006;513.039.563;145.011.214;142.811.568;02999.json
3042;Cottbus, Germany;51.762.366;143.586.935;51.815.008;51.728.114;145.016.161;143.394.389;03042.json
3044;Cottbus, Germany;517.775.381;143.320.238;51.807.027;51.761.241;14.379.544;142.750.169;03044.json
3046;Cottbus, Germany;517.561.285;143.092.474;517.702.698;51.748.983;143.454.091;14.277.945;03046.json
3048;Cottbus, Germany;517.444.378;143.180.387;51.751.495;51.718.913;14.329.325;14.275.345;03048.json
3050;Cottbus, Germany;517.346.666;143.373.837;5.175.151;51.716.856;143.576.759;143.236.939;03050.json
3051;Cottbus, Germany;517.109.581;143.551.604;51.742.636;51.692.036;144.506.551;143.033.051;03051.json
3052;Cottbus, Germany;517.621.842;144.172.953;517.698.841;51.748.947;14.471.028;143.663.729;03052.json
3053;Cottbus, Germany;518.106.389;143.853.465;518.221.329;51.784.431;144.095.619;143.650.709;03053.json
3054;Merrimack, NH , USA;42.855.038;-715.130.445;4.291.137;42.790.312;-714.526.799;-71.579.596;03054.json
3055;Cottbus, Germany;517.941.895;143.056.705;51.825.767;51.780.076;143.466.001;14.273.242;03055.json
3058;Str. der Jugend 33, 03050 Cottbus, Germany;51.748.564;143.332.812;517.499.129.803;517.472.150.197;143.346.301.803;143.319.322.197;03058.json
3096;Burg, Germany;518.355.459;141.450.251;518.783.914;518.022.122;141.819.364;140.729.749;03096.json
3099;Kolkwitz, Germany;517.498.527;142.446.897;518.084.091;51.699.821;143.103.369;14.100.841;03099.json
3103;Neupetershain, Germany;516.067.339;141.633.698;516.396.607;515.901.046;142.174.838;141.356.522;03103.json
3116;Drebkau, Germany;516.557.467;142.241.663;51.726.425;515.804.601;143.406.141;14.091.976;03116.json
3119;Welzow, Germany;515.799.724;14.172.616;5.159.284;515.380.751;142.335.721;141.463.259;03119.json
3130;Spremberg, Germany;515.696.303;14.376.813;516.498.652;515.049.016;145.476.928;142.268.223;03130.json
3149;Forst, Germany;517.441.459;146.474.905;518.213.442;516.539.055;147.578.279;145.049.661;03149.json
3159;Döbern, Germany;516.164.876;145.998.587;516.320.729;515.901.357;146.442.127;145.713.096;03159.json
3172;Guben, Germany;519.514.863;14.695.565;520.151.983;518.981.081;147.217.333;146.399.389;03172.json
3185;Peitz, Germany;51.866.667;14.416.667;518.735.565;518.597.765;144.326.744;144.006.596;03185.json
3197;Jänschwalde Ost,  Jänschwalde, Germany;518.745.483;145.426.015;51.877.373;518.718.786;145.485.468;145.366.467;03197.json
3205;Bronkow, Germany;5.172.805;139.005.015;518.396.951;516.115.449;14.050.838;137.979.749;03205.json
3222;Lübbenau, Germany;518.566.755;139.048.905;51.901.904;517.601.251;14.066.596;13.827.493;03222.json
3226;Vetschau, Germany;51.783.243;140.757.974;51.861.949;516.931.873;141.434.595;139.867.606;03226.json
3229;Luckaitztal, Germany;516.496.754;140.256;517.110.549;51.608.836;141.131.071;13.922.907;03229.json
3238;Finsterwalde, Germany;516.302.792;137.085.021;516.512.159;515.188.185;138.150.754;136.285.932;03238.json
3246;Crinitz, Germany;517.399.433;137.664.305;517.597.615;517.143.524;137.830.963;136.952.784;03246.json
3249;Sonnewalde, Germany;517.064.231;136.310.279;517.542.431;516.548.609;137.862.791;135.065.779;03249.json
3253;Tröbitz, Germany;516.471.716;134.956.659;517.045.681;51.544.645;136.520.249;13.338.251;03253.json
4103;Leipzig, Germany;513.302.732;123.891.818;51.352.628;513.114.119;12.407.167;12.375.666;04103.json
4105;Leipzig, Germany;513.492.577;123.610.062;51.361.861;513.392.669;123.858.338;12.338.886;04105.json
4107;Leipzig, Germany;513.296.542;123.734.503;51.336.252;51.323.619;12.383.749;12.353.665;04107.json
4109;Leipzig, Germany;513.383.504;123.634.475;51.345.027;51.330.108;12.383.346;12.344.768;04109.json
4129;Leipzig, Germany;513.616.353;1.239.006;51.392.463;51.352.593;124.015.819;123.783.019;04129.json
4155;Leipzig, Germany;513.601.668;12.358.563;513.679.689;51.350.262;12.377.186;123.275.329;04155.json
4157;Leipzig, Germany;513.746.598;123.724.257;513.878.411;513.613.949;123.852.359;123.486.001;04157.json
4158;Erich-Thiele-Straße 2,  Leipzig, Germany;51.392.571;12.328.055;513.939.199.803;513.912.220.197;123.294.039.803;123.267.060.197;04158.json
4159;Georg-Schumann-Straße 294,  Leipzig, Germany;513.737.014;123.281.937;513.750.503.803;513.723.524.197;123.295.426.803;123.268.447.197;04159.json
4177;Leipzig, Germany;513.413.425;123.354.318;513.575.151;513.286.319;123.451.731;123.136.949;04177.json
4178;Böhlitz-Ehrenberg,  Leipzig, Germany;513.567.237;122.909.554;513.714.269;513.426.601;12.305.827;12.271.554;04178.json
4179;Leipzig, Germany;513.486.621;123.166.973;51.364.677;513.207.519;123.399.909;122.891.371;04179.json
4205;Miltitz,  Leipzig, Germany;513.244.682;122.564.119;51.331.763;51.318.166;122.627.885;12.244.606;04205.json
4207;Leipzig, Germany;513.109.993;122.705.518;51.321.894;512.976.401;123.181.769;12.247.773;04207.json
4209;Leipzig, Germany;513.187.917;122.945.394;5.132.689;51.311.509;123.119.149;122.774.949;04209.json
4229;Leipzig, Germany;51.322.446;123.379.646;51.339.097;513.013.909;123.566.921;123.140.508;04229.json
4249;Leipzig, Germany;512.789.889;122.965.373;51.311.703;51.238.007;12.353.029;122.478.559;04249.json
4275;Leipzig, Germany;513.216.185;123.706.068;51.328.021;513.124.839;12.389.074;1.235.365;04275.json
4277;Leipzig, Germany;513.078.032;12.375.401;51.321.071;51.286.692;124.213.411;12.339.883;04277.json
4279;Leipzig, Germany;512.946.528;123.988.261;51.304.897;512.795.619;124.297.321;12.374.971;04279.json
4288;Hauptstraße,  Leipzig, Germany;513.088.334;124.648.348;513.101.823.803;513.074.844.197;124.661.837.803;124.634.858.197;04288.json
4289;Leipzig, Germany;512.938.064;124.314.657;513.107.929;51.282.296;124.482.629;124.076.449;04289.json
4299;Leipzig, Germany;513.200.403;124.260.263;513.303.799;51.303.918;12.448.374;124.063.529;04299.json
4315;Leipzig, Germany;513.440.031;124.100.607;5.135.019;51.337.514;124.255.241;123.923.321;04315.json
4316;Mölkau, Leipzig, Germany;513.300.829;12.440.517;513.400.709;51.321.848;124.666.621;124.279.408;04316.json
4317;Leipzig, Germany;513.303.754;1.240.504;513.429.968;51.318.112;12.417.178;12.392.902;04317.json
4318;Leipzig, Germany;51.336.667;124.287.949;51.358.368;513.247.349;12.445.149;124.069.489;04318.json
4319;Hans-Weigel-Straße 29,  Leipzig, Germany;513.346.188;124.697.617;513.359.677.803;513.332.698.197;124.711.106.803;124.684.127.197;04319.json
4328;Leipzig, Germany;513.461.818;124.453.329;51.368.768;513.395.571;12.475.298;124.337.531;04328.json
4329;Leipzig, Germany;513.582.758;124.753.491;513.693.771;51.345.802;12.497.464;12.449.076;04329.json
4347;Leipzig, Germany;51.358.485;124.239.486;513.741.459;51.346.328;124.674.149;123.858.338;04347.json
4349;Leipzig, Germany;513.800.901;124.347.137;514.119.231;51.363.855;12.476.616;124.137.251;04349.json
4356;Seehausen, Leipzig, Germany;514.061.849;124.186.447;514.220.581;513.924.319;12.432.642;123.598.821;04356.json
4357;Mockauer Str. 123,  Leipzig, Germany;5.137.541;124.124.701;513.767.589.803;513.740.610.197;124.138.190.803;124.111.211.197;04357.json
4416;Markkleeberg, Germany;512.700.347;123.804.126;51.296.531;51.241.536;1.245.522;123.212.331;04416.json
4420;Markranstädt, Germany;512.878.749;122.127.083;51.348.317;5.123.838;122.818.609;12.146.853;04420.json
4425;Taucha, Germany;513.901.466;125.008.705;51.423.811;51.360.758;125.774.441;124.550.279;04425.json
4435;Schkeuditz, Germany;5.141.283;122.389.121;514.623.009;513.332.019;12.361.627;121.724.469;04435.json
4442;Zwenkau, Germany;512.121.652;123.251.777;51.260.233;51.175.462;123.673.661;122.369.911;04442.json
4451;Borsdorf, Germany;513.489.935;125.460.737;513.760.799;513.255.709;12.575.033;12.499.571;04451.json
4463;Großpösna, Germany;51.237.716;124.831.199;513.069.049;512.074.861;12.542.855;123.986.819;04463.json
4509;Delitzsch, Germany;51.525.574;123.380.993;515.867.854;514.811.594;124.521.675;122.742.764;04509.json
4519;Rackwitz, Germany;514.692.784;123.597.817;51.495.846;51.415.406;124.158.448;122.854.509;04519.json
4523;Pegau, Germany;511.677.678;12.247.835;51.259.725;51.129.761;122.958.239;121.733.269;04523.json
4539;Groitzsch, Germany;51.153.357;122.833.315;51.183.374;51.090.184;12.388.047;122.197.471;04539.json
4552;Neukieritzsch, Germany;511.304.093;124.930.461;51.187.571;51.063.959;12.569.156;124.121.729;04552.json
4564;Böhlen, Germany;512.012.755;123.882.958;5.124.676;51.166.307;12.430.984;12.348.991;04564.json
4565;Regis-Breitingen, Germany;510.931.403;123.958.911;51.129.014;510.730.068;124.588.059;12.348.267;04565.json
4567;Kitzscher, Germany;51.188.107;125.485.655;51.205.863;511.299.421;12.583.126;125.069.819;04567.json
4571;Rötha, Germany;511.958.824;12.427.564;51.242.939;51.174.337;12.561.438;123.918.561;04571.json
4575;Neukieritzsch, Germany;511.499.858;124.104.895;511.979.449;510.987.309;124.431.707;123.206.981;04575.json
4600;Altenburg, Germany;509.888.921;12.429.075;51.031.222;509.221.068;124.963.221;123.765.531;04600.json
4603;Altenburger Str., 09322 Penig, Germany;509.458.957;126.412.015;509.469.639.803;509.442.660.197;126.508.421;126.317.777;04603.json
4610;Meuselwitz, Germany;510.427.059;123.024.728;51.084.673;510.152.869;124.362.415;122.505.998;04610.json
4613;Lucka, Germany;510.947.046;123.326.989;511.036.501;510.612.751;123.683.139;122.829.259;04613.json
4617;Treben, Germany;510.529.342;124.512.352;510.847.038;510.333.059;124.720.165;124.013.644;04617.json
4618;Frohnsdorf, Germany;50.959.662;125.889.356;509.994.021;50.900.076;126.540.589;125.049.861;04618.json
4626;Schmölln, Germany;50.895.434;123.550.616;509.375.034;508.472.343;124.107.008;12.288.746;04626.json
4639;Ponitz, Germany;508.569.371;124.238.729;50.901.974;50.839.714;124.868.729;12.353.304;04639.json
4643;Geithain, Germany;510.550.708;126.859.531;51.103.068;510.302.599;12.742.874;12.618.009;04643.json
4651;Bad Lausick, Germany;511.354.419;126.417.913;511.936.161;51.088.752;127.517.419;12.553.866;04651.json
4654;Frohburg, Germany;510.576.395;125.768.999;5.112.345;51.016.359;126.534.968;12.501.158;04654.json
4655;Kohren-Sahlis, Germany;510.173.283;12.606.485;51.036.763;50.978.938;12.665.314;12.525.694;04655.json
4657;Narsdorf, Germany;5.101.623;127.169.869;510.438.349;509.855.469;12.742.427;126.395.589;04657.json
4668;Grimma, Germany;512.364.426;127.202.313;513.124.685;511.344.471;129.315.571;126.398.105;04668.json
4680;Zschadraß, Germany;511.322.299;128.002.136;511.642.149;510.920.441;12.895.977;12.674.087;04680.json
4683;Belgershain, Germany;512.787.522;12.591.811;513.141.879;512.080.411;12.670.292;125.102.819;04683.json
4687;Trebsen, Germany;512.878.672;127.582.113;513.152.751;512.590.864;128.019.759;12.655.588;04687.json
4703;Bockelwitz, Germany;51.156.469;129.270.969;51.225.129;51.127.956;13.021.975;12.849.179;04703.json
4720;Döbeln, Germany;511.229.322;131.167.196;511.556.866;510.782.015;131.749.202;130.139.594;04720.json
4736;Waldheim, Germany;510.737.877;130.277.019;510.893.468;51.046.968;130.975.371;12.953.662;04736.json
4741;Roßwein, Germany;510.759.242;131.732.341;511.140.788;510.493.831;13.260.427;130.782.549;04741.json
4746;Hartha, Germany;510.963.493;129.725.726;51.157.466;510.705.161;130.403.701;12.878.218;04746.json
4749;Ostrau, Germany;512.065.428;13.146.946;51.235.165;51.172.087;13.212.195;130.396.849;04749.json
4758;Oschatz, Germany;513.006.128;131.059.825;51.334.101;512.488.662;13.163.693;130.184.659;04758.json
4769;Mügeln, Germany;512.364.187;13.045.206;512.633.308;512.112.551;13.110.407;13.023.091;04769.json
4774;Dahlen, Germany;513.622.295;129.958.666;514.330.368;513.144.887;130.733.041;129.024.818;04774.json
4779;Wermsdorf, Germany;513.214.185;129.791.264;513.537.824;51.241.492;130.489.469;128.686.791;04779.json
4808;Wurzen, Germany;513.698.806;127.436.557;513.925.386;513.008.354;12.908.097;127.111.042;04808.json
4821;Brandis, Germany;513.299.748;12.613.431;513.525.581;51.296.595;126.917.991;125.750.971;04821.json
4824;Beucha, Brandis, Germany;513.225.786;125.713.641;513.343.915;513.140.285;125.884.927;125.577.606;04824.json
4827;Machern, Germany;513.584.868;126.286.071;51.396.593;51.341.682;126.658.881;125.589.651;04827.json
4828;Bennewitz, Germany;51.364.395;126.883.075;51.420.803;51.296.181;127.553.141;12.617.902;04828.json
4838;Eilenburg, Germany;514.597.557;12.617.702;514.916.469;514.236.763;126.842.754;12.508.113;04838.json
4849;Laußig, Germany;516.034.528;126.503.593;51.662.939;515.333.529;12.778.224;12.481.312;04849.json
4860;Zinna, Germany;515.486.301;129.525.423;51.602.387;51.514.346;131.039.831;128.015.881;04860.json
4861;Bennewitz,  Torgau, Germany;515.114.899;130.273.106;515.156.711;515.080.196;130.351.476;13.025.501;04861.json
4862;Mockrehna, Germany;515.077.396;128.169.302;515.670.801;514.499.719;12.935.392;127.334.299;04862.json
4874;Belgern-Schildau, Germany;51.482.398;131.255.774;51.523.129;5.140.768;13.203.893;13.020.958;04874.json
4880;Dommitzsch, Germany;516.386.934;128.791.429;51.684.871;516.148.397;129.044.911;128.028.983;04880.json
4886;Beilrode, Germany;515.710.416;130.669.691;516.202.229;515.485.545;131.618.523;130.408.692;04886.json
4889;Belgern-Schildau, Germany;514.565.018;129.272.771;51.492.704;514.214.599;130.735.259;12.833.049;04889.json
4895;Falkenberg/Elster, Germany;515.923.731;132.279.272;51.656.009;514.480.231;13.335.328;13.141.428;04895.json
4910;Elsterwerda, Germany;514.633.249;135.104.975;51.515.076;51.425.841;136.039.279;134.449.089;04910.json
4916;Schönewalde, Germany;517.208.106;132.298.038;51.885.737;515.973.719;133.926.381;13.050.561;04916.json
4924;Uebigau-Wahrenbrück, Germany;515.321.537;133.789.452;51.598.048;51.424.771;1.355.436;13.246.736;04924.json
4928;Plessa, Germany;514.671.599;136.197.367;515.023.019;514.165.661;137.222.151;13.541.273;04928.json
4931;Mühlberg, Germany;514.344.034;13.221.322;51.499.435;51.384.576;133.814.871;13.174.037;04931.json
4932;Prösen, Röderland, Germany;514.271.039;135.001.599;514.447.818;514.158.427;135.270.424;134.647.733;04932.json
4934;Hohenleipisch, Germany;51.498.178;135.596.096;5.153.219;51.459.785;13.639.532;135.116.109;04934.json
4936;Schlieben, Germany;517.227.689;133.819.019;517.905.638;516.585.648;134.625.999;132.920.882;04936.json
4938;Uebigau,  Uebigau-Wahrenbrück, Germany;515.884.599;133.086.696;516.197.836;5.156.422;133.418.819;132.714.686;04938.json
6108;Halle (Saale), Germany;514.872.577;119.600.411;51.503.277;514.778.309;119.831.558;119.407.478;06108.json
6110;Halle (Saale), Germany;514.697.872;119.744.057;514.804.769;51.455.812;1.198.391;11.951.422;06110.json
6112;Halle (Saale), Germany;514.676.131;11.995.423;514.999.661;51.442.714;120.253.421;119.751.579;06112.json
6114;Halle (Saale), Germany;515.032.851;119.596.853;51.510.165;51.489.335;11.990.566;11.948.545;06114.json
6116;Halle (Saale), Germany;514.787.653;120.365.785;515.028.249;514.412.819;12.089.976;11.991.518;06116.json
6118;Trotha,  Halle (Saale), Germany;51.513.481;11.961.108;515.204.244;515.065.365;119.771.154;119.451.006;06118.json
6120;Heide-Nord - Blumenau,  Halle (Saale), Germany;51.514.162;119.058.149;515.208.829;515.093.219;119.219.679;118.900.851;06120.json
6122;Halle (Saale), Germany;514.838.062;119.282.367;51.490.127;514.764.219;119.479.241;11.909.131;06122.json
6124;Halle (Saale), Germany;514.738.758;119.222.836;514.821.239;51.452.502;119.545.269;119.005.188;06124.json
6126;Halle (Saale), Germany;514.790.619;119.027.427;51.496.716;51.462.908;119.154.979;11.864.101;06126.json
6128;Halle (Saale), Germany;514.592.668;119.475.091;51.470.318;514.324.331;119.642.241;11.914.724;06128.json
6130;Halle (Saale), Germany;514.508.823;119.735.101;51.457.617;5.144.498;119.953.449;119.592.721;06130.json
6132;Silberhöhe, Halle (Saale), Germany;514.391.995;119.611.021;51.446.332;514.305.431;11.976.921;119.505.751;06132.json
6179;Bennstedt, Germany;514.564.641;118.188.107;515.189.447;51.390.003;11.931.894;11.696.395;06179.json
6184;Gröbers,  Kabelsketal, Germany;514.297.357;121.161.892;514.333.676;514.260.897;121.233.303;121.036.581;06184.json
6188;Landsberg, Germany;515.321.195;121.618.407;515.826.755;514.567.613;122.078.574;119.904.873;06188.json
6193;Petersberg,  Petersberg, Germany;515.972.222;119.530.556;516.041.529;515.902.905;11.969.063;119.370.482;06193.json
6198;Salzatal, Germany;515.234.299;117.527.623;515.544.562;51.465.678;118.716.095;117.132.578;06198.json
6217;Merseburg (Saale), Germany;513.548.323;119.791.972;51.390.797;512.910.309;12.040.393;118.889.071;06217.json
6231;Tollwitz, Germany;512.792.897;120.920.822;513.121.099;512.518.761;121.678.611;12.051.462;06231.json
6237;Leuna, Germany;513.228.697;120.820.163;51.378.937;512.484.089;121.959.179;11.970.303;06237.json
6242;Braunsbedra, Germany;51.279.173;118.881.677;51.342.998;512.347.251;11.973.488;11.818.356;06242.json
6246;Bad Lauchstädt, Germany;513.881.993;118.637.798;51.425.418;513.324.719;119.419.859;117.138.521;06246.json
6249;Mücheln, Germany;513.080.784;118.134.011;513.372.559;512.675.271;11.848.088;11.730.703;06249.json
6255;Schafstädt, 06246 Bad Lauchstädt, Germany;513.824.897;117.743.674;513.900.421;513.732.712;117.867.508;117.634.484;06255.json
6258;Schkopau, Germany;51.389.752;120.528.729;514.389.329;51.345.712;121.826.729;11.903.255;06258.json
6259;Frankleben,  Braunsbedra, Germany;513.097.446;119.395.771;513.147.464;513.069.062;119.491.387;119.207.016;06259.json
6268;Querfurt, Germany;513.812.676;116.041.294;514.171.013;512.745.034;116.485.446;113.927.595;06268.json
6279;Schraplau, Germany;51.435.727;116.650.061;514.529.447;514.202.547;116.781.541;116.146.753;06279.json
6295;Eisleben, Germany;515.195.173;115.576.749;516.020.575;514.126.967;116.366.138;114.636.743;06295.json
6308;Klostermansfeld, Germany;515.831.998;114.924.504;516.041.861;515.599.951;115.314.434;114.597.003;06308.json
6311;Helbra, Germany;515.547.328;114.876.197;51.575.076;515.355.361;11.523.309;114.664.629;06311.json
6313;Ahlsdorf, Germany;515.341.655;114.822.912;515.625.038;51.508.517;115.199.581;114.411.639;06313.json
